Item,Mois,Montant,MonthLabel_en,StartOfMonth
Partiel cire essayage (délai 1) / Partial wax try in setup denture,Jan 2025,0.0,Jan 2025,2025-01-01
Rebasage (Délai 1),Jan 2025,0.0,Jan 2025,2025-01-01
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Wax Up (Délai 2) / Mock Up,Jan 2025,120.0,Jan 2025,2025-01-01
Plaque Palais / Metal Plate,Jan 2025,0.0,Jan 2025,2025-01-01
Plan traitement ortho,Jan 2025,150.0,Jan 2025,2025-01-01
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,Jan 2025,0.0,Jan 2025,2025-01-01
Guide Chirurgical,Jan 2025,0.0,Jan 2025,2025-01-01
Finition Résine CTR (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Crochet Valplast / Valplast clasp,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,Jan 2025,0.0,Jan 2025,2025-01-01
Délai Express - 6 jours + 100%,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,Jan 2025,0.0,Jan 2025,2025-01-01
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,Jan 2025,0.0,Jan 2025,2025-01-01
Rebasage MCI,Jan 2025,0.0,Jan 2025,2025-01-01
Délai Express - 2 jours + 40%,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,Jan 2025,360.0,Jan 2025,2025-01-01
Modèle Etude 3d,Jan 2025,0.0,Jan 2025,2025-01-01
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Mainteneur d'espace / Space retainer (cast ring),Jan 2025,90.0,Jan 2025,2025-01-01
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),Jan 2025,0.0,Jan 2025,2025-01-01
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),Jan 2025,0.0,Jan 2025,2025-01-01
Option Clavette / Key Post Core,Jan 2025,30.0,Jan 2025,2025-01-01
Avis ortho,Jan 2025,60.0,Jan 2025,2025-01-01
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,Jan 2025,0.0,Jan 2025,2025-01-01
Facette / Facet Veneer,Jan 2025,0.0,Jan 2025,2025-01-01
Délai Express - 4 jours + 70%,Jan 2025,0.0,Jan 2025,2025-01-01
Livraison Express,Jan 2025,15.0,Jan 2025,2025-01-01
Clef en Plâtre CTZ 1,Jan 2025,0.0,Jan 2025,2025-01-01
Délai Express - 5 jours + 85%,Jan 2025,0.0,Jan 2025,2025-01-01
SSA PMMA,Jan 2025,0.0,Jan 2025,2025-01-01
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,Jan 2025,0.0,Jan 2025,2025-01-01
Supplément contre-plaquée,Jan 2025,5.0,Jan 2025,2025-01-01
Bridge TOBBI,Jan 2025,0.0,Jan 2025,2025-01-01
Finition Résine Complet sur implants (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Modèle d'étude,Jan 2025,0.0,Jan 2025,2025-01-01
Disjoncteur avec bagues (Délais 2),Jan 2025,0.0,Jan 2025,2025-01-01
Joint Céram / Porcelain butt margin,Jan 2025,0.0,Jan 2025,2025-01-01
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,Jan 2025,0.0,Jan 2025,2025-01-01
Complet Transvissé Résine (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
PEI Projet Prothétique,Jan 2025,0.0,Jan 2025,2025-01-01
Plaque avec vérin de Hawley (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Design Couronne CAO W,Jan 2025,0.0,Jan 2025,2025-01-01
Cire Base dure (Délai 1),Jan 2025,0.0,Jan 2025,2025-01-01
Clef silicone (9-14 dents) / Mock Up Key,Jan 2025,0.0,Jan 2025,2025-01-01
Délai Express - 3 jours + 55%,Jan 2025,52.0,Jan 2025,2025-01-01
Finition Résine COMPLET SUR LOCATOR (Délai 1),Jan 2025,0.0,Jan 2025,2025-01-01
Arc de Nance avec bagues,Jan 2025,128.0,Jan 2025,2025-01-01
Réparation ou Adjonction (délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Cire base dure (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,Jan 2025,0.0,Jan 2025,2025-01-01
Grille de renfort,Jan 2025,0.0,Jan 2025,2025-01-01
Stellite PEEK (Délai 1) / CCP PEEK,Jan 2025,0.0,Jan 2025,2025-01-01
Céramique Gingivale / Pink Porcelain,Jan 2025,0.0,Jan 2025,2025-01-01
Clef silicone (1 a 4 dents)/ Mock Up Key,Jan 2025,0.0,Jan 2025,2025-01-01
Duplicata,Jan 2025,0.0,Jan 2025,2025-01-01
Finition Résine COMPLET SUR LOCATOR (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Supplément multi,Jan 2025,0.0,Jan 2025,2025-01-01
Clef silicone (5-8 dents) / Mock Up Key,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière sur Dent Pro,Jan 2025,0.0,Jan 2025,2025-01-01
Impression (Résine Spécial) Guide Chirurgical,Jan 2025,0.0,Jan 2025,2025-01-01
Rebasage (délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Chappe de réduction,Jan 2025,0.0,Jan 2025,2025-01-01
Clef validation emp. numérique,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière Blanchiment (Délai 2) / Bleaching tray,Jan 2025,70.0,Jan 2025,2025-01-01
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière Provisoire,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttières de Fluoration / Fluoridation Tray,Jan 2025,0.0,Jan 2025,2025-01-01
Plan de traitement suite avis Ortho,Jan 2025,0.0,Jan 2025,2025-01-01
Stellite PEEK (Délai 2) / CCP PEEK,Jan 2025,0.0,Jan 2025,2025-01-01
Plaque de Hawley (Délai 2),Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière Sport / Sport Guard Tray,Jan 2025,0.0,Jan 2025,2025-01-01
Cire Transvissée CTR 2,Jan 2025,0.0,Jan 2025,2025-01-01
Clef en platre,Jan 2025,0.0,Jan 2025,2025-01-01
Guide de positionnement rigide,Jan 2025,0.0,Jan 2025,2025-01-01
Design Pilier Perso CAO W,Jan 2025,0.0,Jan 2025,2025-01-01
Dents Supp PEEK (Délai 1) / Teeth,Jan 2025,0.0,Jan 2025,2025-01-01
Finition Résine Complet sur implants (Délai 1),Jan 2025,0.0,Jan 2025,2025-01-01
Stratification / Add porcelain,Jan 2025,0.0,Jan 2025,2025-01-01
Disjoncteur,Jan 2025,0.0,Jan 2025,2025-01-01
Fil de renfort / Rep,Jan 2025,0.0,Jan 2025,2025-01-01
Design Valplast CAO W,Jan 2025,0.0,Jan 2025,2025-01-01
Mise en articulation,Jan 2025,0.0,Jan 2025,2025-01-01
Attachement secours,Jan 2025,0.0,Jan 2025,2025-01-01
Dents Supp PEEK (Délai 2) / Teeth,Jan 2025,0.0,Jan 2025,2025-01-01
Réparation ou Adjonction (Délai 2),Jan 2025,25.0,Jan 2025,2025-01-01
Cire Transvissée CTZ 2,Jan 2025,0.0,Jan 2025,2025-01-01
Design Chassis CAO W,Jan 2025,0.0,Jan 2025,2025-01-01
Gouttière Mock Up,Jan 2025,0.0,Jan 2025,2025-01-01
Design Dents Supp CAO W,Jan 2025,0.0,Jan 2025,2025-01-01
Design Inlay Core CAO W,Jan 2025,0.0,Jan 2025,2025-01-01
Désolidarisation,Jan 2025,0.0,Jan 2025,2025-01-01
Design Sur Implant CAO W,Jan 2025,0.0,Jan 2025,2025-01-01
Design Wax Up CAO W,Jan 2025,0.0,Jan 2025,2025-01-01
Nettoyage Appareil,Jan 2025,0.0,Jan 2025,2025-01-01
MISC,Jan 2025,0.0,Jan 2025,2025-01-01
Discount,Jan 2025,-1310.0,Jan 2025,2025-01-01
Zircone stratifié (Délai 2) / Zircone coping+porcelain,,192480.0,,
Céramo-métallique (délai 2) / PFM,,161850.0,,
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,,148485.0,,
Inlay Core (Délai 2) / Post Core,,133140.0,,
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,,127185.0,,
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,,126510.0,,
Zircone Mono (délai 2) / Xtcera full zircone,,116645.0,,
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,,112420.0,,
Inlay/Onlay Composite (Délai 2),,102555.0,,
Zircone Mono (délai 1) / Xtcera full zircone,,99970.0,,
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,,78750.0,,
Inlay Core (Délai 1) / Post Core,,76100.0,,
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,,75400.0,,
Céramo-métallique (délai 1) / PFM,,74880.0,,
Dents Supplémentaires (délai 2) / Tooth,,72255.0,,
Emax (Délai 2) / Emax Press,,62740.0,,
Partiel résine finition directe (délais 1) / Partial acrylic denture,,62460.0,,
Emax Onlay high translucide  HT(Délai 1),,52615.0,,
Complet Finition Direct (délai 2) / Full Acrylic denture,,50820.0,,
Inlay/Onlay composite (Délai 1),,48852.0,,
Emax Onlay high translucide  HT (Délai 2),,48160.0,,
Emax (Délai 1) / Emax Press,,44151.0,,
Dents supplémentaires (Délai 1) / Tooth,,39380.0,,
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,,39160.0,,
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,,36040.0,,
Rajout Crochet,,34880.0,,
Provisoire (Délai 1) / Temporary Crown,,28920.0,,
Supplément Cr sur implant (délai 2) / Screwed Crown,,28665.0,,
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,,28230.0,,
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,,26538.0,,
Provisoire (Délai 2) / Temporary Crown,,24950.0,,
Complet Finition Direct (délai 1) / Full Acrylic denture,,22440.0,,
Finition Résine (Délai 1) / Acrylic finish,,22400.0,,
Réparation ou Adjonction (Délai 1),,21750.0,,
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,,19800.0,,
Finition Résine (Délai 2) / Acrylic finish,,18585.0,,
Couronne Métallique (délai 2) / Cocr Metal crown,,18490.0,,
Gouttière Blanchiment (Délai 1) / Bleaching tray,,17810.0,,
Valplast (Délai 2) / Flibber Valplast Direct Finish,,16720.0,,
Supplément Cr sur implant (délai 1) / Screwed Crown,,16150.0,,
Valplast (Délai 1) / Flibber Valplast Direct Finish,,13600.0,,
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),,12000.0,,
Emax stratifiée (Délai 2) / Emax Copying,,11330.0,,
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,,11235.0,,
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,,11200.0,,
Gouttière Contention Ortho/ Contention Tray,,9200.0,,
Emax stratifiée (Délai 1) / Emax Copying,,9100.0,,
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,,9000.0,,
MCI Pmma,,8550.0,,
Couronne Métallique (délai 1) / Cocr Metal crown,,7515.0,,
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),,7500.0,,
Option Maquillage Supplémentaire / Additional Shade,,7490.0,,
Option ceramisé / Opaqued,,6740.0,,
Soudure,,6720.0,,
Rajout Dent / Tooth,,6220.0,,
Custom Billing,,6207.0,,
Pilier personnalisé,,5900.0,,
Finition Résine CTR (Délai 1),,5800.0,,
Wax Up (Délai 1) / Mock Up,,5400.0,,
Attachement,,4920.0,,
SSA Zircone MULTI,,4750.0,,
Barre (fil) contention / contention wire,,4600.0,,
PEI (délai 2) / Custom Impression Tray,,3915.0,,
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,,3765.0,,
Option Fraisé / Milled Wall,,3760.0,,
PEI (délai 1) / Custom Impression Tray,,3700.0,,
Gouttières Ortho / Orthodontic Tray,,3660.0,,
Délai Express - 1 jour + 25%,,3222.75,,
Partiel cire essayage (délai 2) / Partial wax try in setup denture,,3220.0,,
Cire (délai 2) / Wax Rim,,3040.0,,
Chape guide réduction,,2970.0,,
Cire (délai 1) / Wax Rim,,2940.0,,
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,,2600.0,,
Partiel cire essayage (délai 1) / Partial wax try in setup denture,,2565.0,,
Rebasage (Délai 1),,2520.0,,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),,2500.0,,
Wax Up (Délai 2) / Mock Up,,2400.0,,
Plaque Palais / Metal Plate,,2360.0,,
Plan traitement ortho,,2190.0,,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,,2150.0,,
Guide Chirurgical,,2010.0,,
Finition Résine CTR (Délai 2),,2000.0,,
Crochet Valplast / Valplast clasp,,1800.0,,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,,1800.0,,
Délai Express - 6 jours + 100%,,1779.0,,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,,1760.0,,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,,1440.0,,
Rebasage MCI,,1350.0,,
Délai Express - 2 jours + 40%,,1259.0,,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,,1240.0,,
Modèle Etude 3d,,1170.0,,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),,1120.0,,
Mainteneur d'espace / Space retainer (cast ring),,1080.0,,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),,1050.0,,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),,1040.0,,
Option Clavette / Key Post Core,,910.0,,
Avis ortho,,900.0,,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,,890.0,,
Facette / Facet Veneer,,850.0,,
Délai Express - 4 jours + 70%,,828.0,,
Livraison Express,,740.0,,
Clef en Plâtre CTZ 1,,720.0,,
Délai Express - 5 jours + 85%,,713.0,,
SSA PMMA,,680.0,,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,,660.0,,
Supplément contre-plaquée,,635.0,,
Bridge TOBBI,,600.0,,
Finition Résine Complet sur implants (Délai 2),,600.0,,
Modèle d'étude,,530.0,,
Disjoncteur avec bagues (Délais 2),,512.0,,
Joint Céram / Porcelain butt margin,,510.0,,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,,500.0,,
Complet Transvissé Résine (Délai 2),,500.0,,
PEI Projet Prothétique,,500.0,,
Plaque avec vérin de Hawley (Délai 2),,500.0,,
Design Couronne CAO W,,468.0,,
Cire Base dure (Délai 1),,425.0,,
Clef silicone (9-14 dents) / Mock Up Key,,420.0,,
Délai Express - 3 jours + 55%,,410.0,,
Finition Résine COMPLET SUR LOCATOR (Délai 1),,400.0,,
Arc de Nance avec bagues,,384.0,,
Réparation ou Adjonction (délai 2),,375.0,,
Cire base dure (Délai 2),,360.0,,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,,360.0,,
Grille de renfort,,360.0,,
Stellite PEEK (Délai 1) / CCP PEEK,,360.0,,
Céramique Gingivale / Pink Porcelain,,300.0,,
Clef silicone (1 a 4 dents)/ Mock Up Key,,300.0,,
Duplicata,,300.0,,
Finition Résine COMPLET SUR LOCATOR (Délai 2),,300.0,,
Supplément multi,,290.0,,
Clef silicone (5-8 dents) / Mock Up Key,,280.0,,
Gouttière sur Dent Pro,,280.0,,
Impression (Résine Spécial) Guide Chirurgical,,280.0,,
Rebasage (délai 2),,280.0,,
Chappe de réduction,,250.0,,
Clef validation emp. numérique,,240.0,,
Gouttière Blanchiment (Délai 2) / Bleaching tray,,210.0,,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,,200.0,,
Gouttière Provisoire,,200.0,,
Gouttières de Fluoration / Fluoridation Tray,,190.0,,
Plan de traitement suite avis Ortho,,180.0,,
Stellite PEEK (Délai 2) / CCP PEEK,,180.0,,
Plaque de Hawley (Délai 2),,160.0,,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,,150.0,,
Gouttière Sport / Sport Guard Tray,,140.0,,
Cire Transvissée CTR 2,,135.0,,
Clef en platre,,120.0,,
Guide de positionnement rigide,,120.0,,
Design Pilier Perso CAO W,,108.0,,
Dents Supp PEEK (Délai 1) / Teeth,,105.0,,
Finition Résine Complet sur implants (Délai 1),,100.0,,
Stratification / Add porcelain,,100.0,,
Disjoncteur,,96.0,,
Fil de renfort / Rep,,96.0,,
Design Valplast CAO W,,60.0,,
Mise en articulation,,60.0,,
Attachement secours,,50.0,,
Dents Supp PEEK (Délai 2) / Teeth,,50.0,,
Réparation ou Adjonction (Délai 2),,50.0,,
Cire Transvissée CTZ 2,,45.0,,
Design Chassis CAO W,,45.0,,
Gouttière Mock Up,,40.0,,
Design Dents Supp CAO W,,36.0,,
Design Inlay Core CAO W,,35.0,,
Désolidarisation,,25.0,,
Design Sur Implant CAO W,,24.0,,
Design Wax Up CAO W,,12.0,,
Nettoyage Appareil,,10.0,,
MISC,,-52514.46,,
Discount,,-180160.5,,
Zircone stratifié (Délai 2) / Zircone coping+porcelain,,0.0,,
Céramo-métallique (délai 2) / PFM,,0.0,,
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,,0.0,,
Inlay Core (Délai 2) / Post Core,,0.0,,
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,,0.0,,
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,,0.0,,
Zircone Mono (délai 2) / Xtcera full zircone,,0.0,,
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,,0.0,,
Inlay/Onlay Composite (Délai 2),,0.0,,
Zircone Mono (délai 1) / Xtcera full zircone,,0.0,,
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,,0.0,,
Inlay Core (Délai 1) / Post Core,,0.0,,
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,,0.0,,
Céramo-métallique (délai 1) / PFM,,0.0,,
Dents Supplémentaires (délai 2) / Tooth,,0.0,,
Emax (Délai 2) / Emax Press,,0.0,,
Partiel résine finition directe (délais 1) / Partial acrylic denture,,0.0,,
Emax Onlay high translucide  HT(Délai 1),,0.0,,
Complet Finition Direct (délai 2) / Full Acrylic denture,,0.0,,
Inlay/Onlay composite (Délai 1),,0.0,,
Emax Onlay high translucide  HT (Délai 2),,0.0,,
Emax (Délai 1) / Emax Press,,0.0,,
Dents supplémentaires (Délai 1) / Tooth,,0.0,,
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,,0.0,,
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,,0.0,,
Rajout Crochet,,0.0,,
Provisoire (Délai 1) / Temporary Crown,,0.0,,
Supplément Cr sur implant (délai 2) / Screwed Crown,,0.0,,
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,,0.0,,
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,,0.0,,
Provisoire (Délai 2) / Temporary Crown,,0.0,,
Complet Finition Direct (délai 1) / Full Acrylic denture,,0.0,,
Finition Résine (Délai 1) / Acrylic finish,,0.0,,
Réparation ou Adjonction (Délai 1),,0.0,,
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,,0.0,,
Finition Résine (Délai 2) / Acrylic finish,,0.0,,
Couronne Métallique (délai 2) / Cocr Metal crown,,0.0,,
Gouttière Blanchiment (Délai 1) / Bleaching tray,,0.0,,
Valplast (Délai 2) / Flibber Valplast Direct Finish,,0.0,,
Supplément Cr sur implant (délai 1) / Screwed Crown,,0.0,,
Valplast (Délai 1) / Flibber Valplast Direct Finish,,0.0,,
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),,0.0,,
Emax stratifiée (Délai 2) / Emax Copying,,0.0,,
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,,0.0,,
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,,0.0,,
Gouttière Contention Ortho/ Contention Tray,,0.0,,
Emax stratifiée (Délai 1) / Emax Copying,,0.0,,
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,,0.0,,
MCI Pmma,,0.0,,
Couronne Métallique (délai 1) / Cocr Metal crown,,0.0,,
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),,0.0,,
Option Maquillage Supplémentaire / Additional Shade,,0.0,,
Option ceramisé / Opaqued,,0.0,,
Soudure,,0.0,,
Rajout Dent / Tooth,,0.0,,
Custom Billing,,0.0,,
Pilier personnalisé,,0.0,,
Finition Résine CTR (Délai 1),,0.0,,
Wax Up (Délai 1) / Mock Up,,0.0,,
Attachement,,0.0,,
SSA Zircone MULTI,,0.0,,
Barre (fil) contention / contention wire,,0.0,,
PEI (délai 2) / Custom Impression Tray,,0.0,,
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,,0.0,,
Option Fraisé / Milled Wall,,0.0,,
PEI (délai 1) / Custom Impression Tray,,0.0,,
Gouttières Ortho / Orthodontic Tray,,0.0,,
Délai Express - 1 jour + 25%,,0.0,,
Partiel cire essayage (délai 2) / Partial wax try in setup denture,,0.0,,
Cire (délai 2) / Wax Rim,,0.0,,
Chape guide réduction,,0.0,,
Cire (délai 1) / Wax Rim,,0.0,,
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,,0.0,,
Partiel cire essayage (délai 1) / Partial wax try in setup denture,,0.0,,
Rebasage (Délai 1),,0.0,,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),,0.0,,
Wax Up (Délai 2) / Mock Up,,0.0,,
Plaque Palais / Metal Plate,,0.0,,
Plan traitement ortho,,0.0,,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,,0.0,,
Guide Chirurgical,,0.0,,
Finition Résine CTR (Délai 2),,0.0,,
Crochet Valplast / Valplast clasp,,0.0,,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,,0.0,,
Délai Express - 6 jours + 100%,,0.0,,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,,0.0,,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,,0.0,,
Rebasage MCI,,0.0,,
Délai Express - 2 jours + 40%,,0.0,,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,,0.0,,
Modèle Etude 3d,,0.0,,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),,0.0,,
Mainteneur d'espace / Space retainer (cast ring),,0.0,,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),,0.0,,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),,0.0,,
Option Clavette / Key Post Core,,0.0,,
Avis ortho,,0.0,,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,,0.0,,
Facette / Facet Veneer,,0.0,,
Délai Express - 4 jours + 70%,,0.0,,
Livraison Express,,0.0,,
Clef en Plâtre CTZ 1,,0.0,,
Délai Express - 5 jours + 85%,,0.0,,
SSA PMMA,,0.0,,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,,0.0,,
Supplément contre-plaquée,,0.0,,
Bridge TOBBI,,0.0,,
Finition Résine Complet sur implants (Délai 2),,0.0,,
Modèle d'étude,,0.0,,
Disjoncteur avec bagues (Délais 2),,0.0,,
Joint Céram / Porcelain butt margin,,0.0,,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,,0.0,,
Complet Transvissé Résine (Délai 2),,0.0,,
PEI Projet Prothétique,,0.0,,
Plaque avec vérin de Hawley (Délai 2),,0.0,,
Design Couronne CAO W,,0.0,,
Cire Base dure (Délai 1),,0.0,,
Clef silicone (9-14 dents) / Mock Up Key,,0.0,,
Délai Express - 3 jours + 55%,,0.0,,
Finition Résine COMPLET SUR LOCATOR (Délai 1),,0.0,,
Arc de Nance avec bagues,,0.0,,
Réparation ou Adjonction (délai 2),,0.0,,
Cire base dure (Délai 2),,0.0,,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,,0.0,,
Grille de renfort,,0.0,,
Stellite PEEK (Délai 1) / CCP PEEK,,0.0,,
Céramique Gingivale / Pink Porcelain,,0.0,,
Clef silicone (1 a 4 dents)/ Mock Up Key,,0.0,,
Duplicata,,0.0,,
Finition Résine COMPLET SUR LOCATOR (Délai 2),,0.0,,
Supplément multi,,0.0,,
Clef silicone (5-8 dents) / Mock Up Key,,0.0,,
Gouttière sur Dent Pro,,0.0,,
Impression (Résine Spécial) Guide Chirurgical,,0.0,,
Rebasage (délai 2),,0.0,,
Chappe de réduction,,0.0,,
Clef validation emp. numérique,,0.0,,
Gouttière Blanchiment (Délai 2) / Bleaching tray,,0.0,,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,,0.0,,
Gouttière Provisoire,,0.0,,
Gouttières de Fluoration / Fluoridation Tray,,0.0,,
Plan de traitement suite avis Ortho,,0.0,,
Stellite PEEK (Délai 2) / CCP PEEK,,0.0,,
Plaque de Hawley (Délai 2),,0.0,,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,,0.0,,
Gouttière Sport / Sport Guard Tray,,0.0,,
Cire Transvissée CTR 2,,0.0,,
Clef en platre,,0.0,,
Guide de positionnement rigide,,0.0,,
Design Pilier Perso CAO W,,0.0,,
Dents Supp PEEK (Délai 1) / Teeth,,0.0,,
Finition Résine Complet sur implants (Délai 1),,0.0,,
Stratification / Add porcelain,,0.0,,
Disjoncteur,,0.0,,
Fil de renfort / Rep,,0.0,,
Design Valplast CAO W,,0.0,,
Mise en articulation,,0.0,,
Attachement secours,,0.0,,
Dents Supp PEEK (Délai 2) / Teeth,,0.0,,
Réparation ou Adjonction (Délai 2),,0.0,,
Cire Transvissée CTZ 2,,0.0,,
Design Chassis CAO W,,0.0,,
Gouttière Mock Up,,0.0,,
Design Dents Supp CAO W,,0.0,,
Design Inlay Core CAO W,,0.0,,
Désolidarisation,,0.0,,
Design Sur Implant CAO W,,0.0,,
